name,localName,sku,barcode,brand,category,subcategory,unit,purchasePrice,costPrice,retailPrice,wholesalePrice,openingStock,stockAlertQty,commissionPct,status,condition,description
INTEK LAPTOP BAG 15.6* NAVY BLUE,,BAG-BAG-INTE-96,,INTEK,BAGS,LAPTOP BAGS,Pieces,15.00,15.00,30.00,,1.0,,,Active,New,
INTEK LAPTOP BAG 15.6* LIGHT BROWN,,BAG-BAG-INTE-95,,INTEK,BAGS,LAPTOP BAGS,Pieces,15.00,15.00,30.00,,1.0,,,Active,New,
ZAGG LAPTOP CASE 11.6* BLACK,,BAG-BAG-ZAGG-97,,ZAGG,BAGS,LAPTOP BAGS,Pieces,10.00,10.00,25.00,,1.0,,,Active,New,
AUKEY WIRELESS SPEAKER,,GAD-SPEAK-AUK-694,,AUKEY,SOUNDS,SPEAKER,Pieces,12.00,12.00,25.00,,1.0,,,Active,New,
ANG OUTDOOR INDOOR WIRELESS SPECKERS,,GAD-SPEAK-ANG-690,,ANG,SOUNDS,SPEAKER,Pieces,12.00,12.00,28.00,,1.0,,,Active,New,
APPLE 45W POWER ADAPTER,,ACC-CABLE-APPLE-23,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,18.00,18.00,30.00,,1.0,,,Active,New,
APPLE 60W POWER ADAPTER,,ACC-CABLE-APPLE-24,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,18.00,18.00,35.00,,1.0,,,Active,New,
IPHONE 14 PRO MAX  20W  USB-C ADP AND CABLE,,ACC-CABLE-APPLE-16,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,6.50,6.50,10.00,,0.0,,,Active,New,
IPHONE 15 PRO MAX 35W USB-C TO USB-C CABLE,,ACC-CABLE-APPLE-17,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,6.50,6.50,10.00,,2.0,,,Active,New,
AKG WIRE EARPHONES TYPE C,,SOU-EARPH-AKG-687,,AKG,SOUNDS,EARPHONES,Pieces,2.50,2.50,10.00,,9.0,,,Active,New,
AKG JACK EARPHONES,,SOU-EARPH-AKG-686,,AKG,SOUNDS,EARPHONES,Pieces,2.00,2.00,5.00,,10.,,,Active,New,
SAMSUNG C TO C CHARGING CABLE 1.8M,,ACC-CABLE-SAMS-59,,SAMSUNG,ACCESSORIES,CHARGING / DATA CABLES,Pieces,3.50,3.50,11.00,,9.0,,,Active,New,
"IPHONE 15,16,17 CHARING CABLE 1M",,ACC-CABLE-APPLE-18,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,0.90,0.90,5.00,,24.,,,Active,New,
IPHONE USB TO LIGHTNING CABLE,,ACC-CABLE-APPLE-20,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,0.65,0.65,5.00,,40.,,,Active,New,
IPHONE CABLE USB C TO LIGHTNING,,ACC-CABLE-APPLE-19,,APPLE,ACCESSORIES,CHARGING / DATA CABLES,Pieces,0.80,0.80,5.00,,32.,,,Active,New,
IKF R1 HEADPHONES,,SOU-HEADPH-IKF-704,,IKF,SOUNDS,HEADPHONE,Pieces,20.00,20.00,40.00,,1.0,,,Active,New,
PURE CAR CAMERA,,ACC-CAR-PURE-56,,PURE,ACCESSORIES,CAR ACCESSORIES,Pieces,0.00,0.00,25.00,,1.0,,,Active,New,
IP 11 PRO MAX SILICONE CASE,,SCR-CASE-RTECH-473,,R TECH,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,12.,,,Active,New,
IP X/XS SILICONE CASE,,SCR-CASE-NON-542,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,9.0,,,Active,New,
IP XS MAX SILICONE CASE,,SCR-CASE-NON-545,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,10.,,,Active,New,
IP XR SILICONE COVER,,SCR-CASE-NON-547,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,4.0,,,Active,New,
IP 11 SILICONE CASE,,SCR-CASE-NON-483,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,7.0,,,Active,New,
IP 11 PRO SILICONE CASE,,SCR-CASE-NON-482,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,10.,,,Active,New,
IP 12/ 12PRO SILICONE CASE,,SCR-CASE-NON-488,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,4.0,,,Active,New,
IP 12 PRO SILICONE CASE,,SCR-CASE-NON-486,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,5.0,,,Active,New,
IP 12 PRO MAX SILICONE CASE,,SCR-CASE-NON-485,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,6.0,,,Active,New,
IP 13 PRO SILICONE CASE,,SCR-CASE-NON-499,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,5.0,,,Active,New,
IP 13 PRO MAX SILICONE CASE,,SCR-CASE-NON-498,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,5.0,,,Active,New,
TCL TAB,,DEV-TAB-TCL-189,,TCL,DEVICES,TABLET,Pieces,15.00,15.00,65.00,,0.0,,,Active,New,
IP 13 SILICONE CASE,,SCR-CASE-NON-500,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 14 SILICONE CASE,,SCR-CASE-NON-508,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,7.0,,,Active,New,
IP 14 PLUS SILICONE CASE,,SCR-CASE-NON-503,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.00,,8.0,,,Active,New,
IP 14 PRO MAX SELICONE CASE,,SCR-CASE-NON-506,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,1.0,,,Active,New,
IP 14 PRO SILICONE CASE,,SCR-CASE-NON-507,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,9.0,,,Active,New,
IP 15 PRO SILICONE CASE,,SCR-CASE-NON-518,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,5.0,,,Active,New,
IP 15 PRO MAX SILICONE CASE,,SCR-CASE-NON-517,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,6.0,,,Active,New,
IP 16 SILICONE CASE,,SCR-CASE-NON-528,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,6.0,,,Active,New,
IP 16 PRO SILICONE CASE,,SCR-CASE-NON-527,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,8.0,,,Active,New,
IP 16 PRO MAX SILICONE CASE,,SCR-CASE-NON-526,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,3.0,,,Active,New,
IP 17 AIR SILCONE CASE,,SCR-CASE-NON-530,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,10.,,,Active,New,
IP 17 SILICONE CASE,,SCR-CASE-NON-538,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,12.,,,Active,New,
IP 17 PRO SILICONE CASE,,SCR-CASE-NON-537,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,6.0,,,Active,New,
IP 17 PRO MAX SILICONE CASE,,SCR-CASE-NON-536,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,10.,,,Active,New,
IP 11 MAG SAFE CASE,,SCR-CASE-NON-479,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,3.0,,,Active,New,
IP 12/12PRO MAG SAFE CASE,,SCR-CASE-NON-489,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,2.0,,,Active,New,
IP 12PRO MAX MAG SAFE CASE,,SCR-CASE-NON-490,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,4.0,,,Active,New,
IP 13 MAG SAFE CASE,,SCR-CASE-NON-492,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,2.0,,,Active,New,
IP 13 PEO MAG SAFE CASE,,SCR-CASE-NON-494,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,3.0,,,Active,New,
IP 13 PRO MAX MAG SAFE CASE,,SCR-CASE-NON-497,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,4.0,,,Active,New,
IP 14  PRO MAG SAFE CASE,,SCR-CASE-NON-501,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,3.0,,,Active,New,
IP 14 PRO MAX MAG SAFE CASE,,SCR-CASE-NON-505,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,11.99,,2.0,,,Active,New,
IP 15 MAG SAFE CASE,,SCR-CASE-NON-510,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,1.0,,,Active,New,
IP 15 PLUS MAG SAFE CASE,,SCR-CASE-NON-512,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,0.0,,,Active,New,
IP 15 PRO MAG SAFE CASE,,SCR-CASE-NON-514,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,3.0,,,Active,New,
IP 15 PRO MAX MAG SAFE CASE,,SCR-CASE-NON-516,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,1.0,,,Active,New,
IP 16 MAG SAFE CASE,,SCR-CASE-NON-519,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,2.0,,,Active,New,
IP 16 PLUS MAG SAFE CASE,,SCR-CASE-NON-521,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,3.0,,,Active,New,
IP 16 PRO MAG SAFE CASE,,SCR-CASE-NON-523,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,4.0,,,Active,New,
IP 16 PRO MAX MAG SAFE CASE,,SCR-CASE-NON-525,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,3.0,,,Active,New,
IP 17 MAG SAFE CASE,,SCR-CASE-NON-532,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,4.0,,,Active,New,
IP 17 AIR MAG SAFE CASE,,SCR-CASE-NON-529,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,3.0,,,Active,New,
IP 17 PRO MAX MAG SAFE CASE,,SCR-CASE-NON-535,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,2.0,,,Active,New,
IP 17 PRO MAG SAFE CASE,,SCR-CASE-NON-534,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,2.00,2.00,15.99,,3.0,,,Active,New,
IP 17 ANTI SHOCK CASE,,SCR-CASE-NON-531,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,0.0,,,Active,New,
IP 17 PRO ANTI SHOCK CASE,,SCR-CASE-NON-533,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,1.0,,,Active,New,
IP 17 AIR ANTI SHOCK CASE,,SCR-GLASS-NON-599,,NON-BRANDED,SCREEN / DEVICE PROTECTION,CASE AND GLASS,Pieces,1.50,1.50,14.99,,2.0,,,Active,New,
IP 16 PRO MAX ANTI SHOCK CASE,,SCR-CASE-NON-524,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,2.0,,,Active,New,
IP 16 PRO ANTO SHOCK CASE,,SCR-CASE-NON-522,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,2.0,,,Active,New,
IPHONE 16 ANTI SHOCK CASE,,SCR-CASE-NON-546,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,2.0,,,Active,New,
IP 16 PLUS ANTI SHOCK CASE,,SCR-CASE-NON-520,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,14.99,,0.0,,,Active,New,
IP 15 PRO MAX ANTI SHOCK CASE,,SCR-CASE-NON-515,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.99,,1.0,,,Active,New,
IP 15 PRO ANTI SHOCK CASE,,SCR-CASE-NON-513,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.99,,1.0,,,Active,New,
IP 15 ANTI SHOCK CASE,,SCR-CASE-NON-509,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.99,,1.0,,,Active,New,
IP 15 PLUS ANTI SHOCK CASE,,SCR-CASE-NON-511,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.99,,2.0,,,Active,New,
IP 14 PLUS ANTI SHOCK CASE,,SCR-CASE-NON-502,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 14 PRO ANTI SHOCK CASE,,SCR-CASE-NON-504,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
14 PRO MAX ANTI SHOCK CASE,,SCR-CASE-NON-477,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,0.0,,,Active,New,
IP 13 MINI ANTI SHOCK CASE,,SCR-CASE-NON-493,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 13 ANTI SHOCK CASE,,SCR-CASE-NON-491,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 13 PRO MAX ANTI SHOCK CASE,,SCR-CASE-NON-496,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 13 PRO ANTI SHOCKED CASE,,SCR-CASE-NON-495,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
12 MINI ANTI SHOCK CASE,,SCR-CASE-NON-476,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,1.0,,,Active,New,
IP 12 PRO MAX ANTI SHOCK CASE,,SCR-CASE-NON-484,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 12/ 12 PRO ANTI SHOCK CASE,,SCR-CASE-NON-487,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 11 PRO MAX ANTI SHOCK CASE,,SCR-CASE-NON-481,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 11 ANTI SHOCK CASE,,SCR-CASE-NON-478,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,1.0,,,Active,New,
IP 11 PRO ANTI SHOCK CASE,,SCR-CASE-NON-480,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP XR ANTI SHOCK CASE,,SCR-CASE-NON-543,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP XS MAX ANTI SHOCK CASE,,SCR-CASE-NON-544,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP X/ XS ANTI SHOCK CASE,,SCR-CASE-NON-541,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 6G/7G/8G/SE2 ANTI SHOCK CASE,,SCR-CASE-NON-539,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
IP 7/8 PLUS ANTO SHOCK CASE,,SCR-CASE-NON-540,,NON-BRANDED,SCREEN / DEVICE PROTECTION,IPHONE CASE,Pieces,1.50,1.50,9.50,,2.0,,,Active,New,
S 25 ULTRA MAG SAFE CASE,,SCR-CASE-NON-552,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,14.99,,1.0,,,Active,New,
S24 ULTRA MAG SAFE CASE,,SCR-CASE-NON-590,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,14.99,,3.0,,,Active,New,
S23 ULTRA MAG SAFE CASE,,SCR-CASE-NON-556,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,9.99,,5.0,,,Active,New,
S22 ULTRA MAG SAFE CASE,,SCR-CASE-NON-554,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,9.99,,4.0,,,Active,New,
S25 PLUS MAG SAFE CASE,,SCR-CASE-NON-558,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,14.99,,3.0,,,Active,New,
S25 MAG SAFE CASE,,SCR-CASE-NON-557,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,14.99,,3.0,,,Active,New,
S24  MAG SAFE CASE,,SCR-CASE-NON-589,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,14.99,,4.0,,,Active,New,
S23  MAG SAFE CASE,,SCR-CASE-NON-555,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,9.99,,2.0,,,Active,New,
S22 MAG SAFE CASE,,SCR-CASE-NON-553,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PHONE CASE,Pieces,2.00,2.00,9.99,,3.0,,,Active,New,
FROOTY KING 100ML SHORTFILL 0MG (70VG/30PG) - STOPTOBER SPECIAL OFFER!  BLACKCURRANT HONEYDEW,,VAP-JUICE-FROOTY-816,,FROOTY KING,VAPES,JUICE,Pieces,2.36,2.36,4.72,,2.0,,,Active,New,
BAR JUICE 100ML SHORTFILL 0MG (50VG/50PG) - APPLE PEACH,,VAP-JUICE-BAR -739,,BAR JUICE,VAPES,JUICE,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
BAR JUICE 100ML SHORTFILL 0MG (50VG/50PG) - MANGO,,VAP-JUICE-BAR -741,,BAR JUICE,VAPES,JUICE,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
BAR JUICE 100ML SHORTFILL 0MG (50VG/50PG) - ENERGY ICE,,VAP-JUICE-BAR -740,,BAR JUICE,VAPES,JUICE,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
JCID LCD IP XR,,REP-SCR-JCID-254,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,10.00,10.00,0.00,,3.0,,,Active,New,
JCID LCD IP11,,REP-SCR-JCID-255,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,10.00,10.00,0.00,,1.0,,,Active,New,
JCID LCD IP12 MINI,,REP-SCR-JCID-256,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,14.00,14.00,0.00,,1.0,,,Active,New,
JCID LCD IP12/12PRO,,REP-SCR-JCID-257,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,14.00,14.00,0.00,,2.0,,,Active,New,
JCID LCD 12 PRO MAX,,REP-SCR-JCID-241,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,19.00,19.00,0.00,,2.0,,,Active,New,
JCID LCD 13 MINI,,REP-SCR-JCID-243,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,20.00,20.00,0.00,,1.0,,,Active,New,
JCID LCD 13,,REP-SCR-JCID-242,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,18.00,18.00,0.00,,2.0,,,Active,New,
JCID LCD 13 PRO,,REP-SCR-JCID-244,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,21.50,21.50,0.00,,3.0,,,Active,New,
JCID LCD 13 PRO MAX,,REP-SCR-JCID-245,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,24.00,24.00,0.00,,2.0,,,Active,New,
JCID LCD 14,,REP-SCR-JCID-246,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,19.00,19.00,0.00,,2.0,,,Active,New,
JCID LCD 14 PRO,,REP-SCR-JCID-248,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,29.00,29.00,0.00,,2.0,,,Active,New,
JCID LCD 14 PLUS,,REP-SCR-JCID-247,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,20.00,20.00,0.00,,1.0,,,Active,New,
JCID LCD 14 PRO MAX,,REP-SCR-JCID-249,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,32.00,32.00,0.00,,2.0,,,Active,New,
JCID LCD 15,,REP-SCR-JCID-250,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,22.00,22.00,0.00,,1.0,,,Active,New,
JCID LCD 15PLUS,,REP-SCR-JCID-253,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,23.00,23.00,0.00,,1.0,,,Active,New,
JCID LCD 15 PRO,,REP-SCR-JCID-251,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,25.00,25.00,31.25,,2.0,,,Active,New,
JCID LCD 15 PRO MAX,,REP-SCR-JCID-252,,JCID,REPLACEMENT / REPAIR PARTS,SCREEN,Pieces,34.00,34.00,0.00,,4.0,,,Active,New,
JCID BATTERY IP14 PRO MAX,,REP-BATT-JCID-234,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,13.00,13.00,0.00,,1.0,,,Active,New,
HIGH CAMPACITY BATTERY IP 7G,,REP-BATT-ZERO-457,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,4.50,4.50,0.00,,3.0,,,Active,New,
HIGH CAMPACITY BATTERY IP 8G,,REP-BATT-ZERO-458,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,5.50,5.50,0.00,,3.0,,,Active,New,
HIGH CAMPACITY BATTERY IP XS,,REP-BATT-ZERO-462,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,10.50,10.50,0.00,,2.0,,,Active,New,
HIGH CAMPACITY BATTERY IP SE 2020,,REP-BATT-ZERO-459,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,6.50,6.50,0.00,,2.0,,,Active,New,
HIGH CAMPACITY BATTERY IP XR,,REP-BATT-ZERO-461,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,7.50,7.50,0.00,,3.0,,,Active,New,
HIGH CAMPACITY BATTERY IP X,,REP-BATT-ZERO-460,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,10.50,10.50,0.00,,2.0,,,Active,New,
HIGH CAMPACITY BATTERY IP 11,,REP-BATT-ZERO-453,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,11.00,11.00,0.00,,3.0,,,Active,New,
HIGH CAMPACITY BATTERY IP 11 PRO,,REP-BATT-ZERO-454,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,11.00,11.00,0.00,,1.0,,,Active,New,
HIGH CAMPACITY BATTERY IP 11 PRO MAX,,REP-BATT-ZERO-455,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,12.00,12.00,0.00,,2.0,,,Active,New,
HIGH CAMPACITY BATTERY IP 12/12 PRO,,REP-BATT-ZERO-456,,ZERO CYCLE,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,12.00,12.00,0.00,,4.0,,,Active,New,
BATTERY IP SE 2022,,REP-BATT-VEN -452,,VEN DENS,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,7.00,7.00,0.00,,2.0,,,Active,New,
HP BLUE PIN LAPTOP CHARGER,,ACC-CHARG-HP-43,,HP,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,3.0,,,Active,New,
TOSHIBA LAPTOP CHARGER COMMON PIN,,ACC-CHARG-TOSH-63,,TOSHIBA,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,1.0,,,Active,New,
ACER YELLOW PIN LAPTOP CHARGER,,ACC-CHARG-ACER-4,,ACER,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,1.0,,,Active,New,
HP YELLOW PIN LAPTOP CHARGER,,ACC-CHARG-HP-45,,HP,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,1.0,,,Active,New,
LENOVO YELLOW USB TYPE PIN CHARGER,,ACC-CHARG-LENO-52,,LENOVO,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,0.0,,,Active,New,
IBM ROUND PIN LAPTOP CHARGER,,ACC-CHARG-IBM-47,,IBM,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,1.0,,,Active,New,
DELL BIG ROUND PIN LAPTOP CHARGER,,ACC-CHARG-DELL-35,,DELL,ACCESSORIES,LAPTOP CHARGER,Pieces,10.00,10.00,20.00,,1.0,,,Active,New,
