name,localName,sku,barcode,brand,category,subcategory,unit,purchasePrice,costPrice,retailPrice,wholesalePrice,openingStock,stockAlertQty,commissionPct,status,condition,description
20MG IVG INTENSE 10ML NIC SALT (50VG/50PG) - BANANA ICE,,VAP-SALT-IVG -885,,IVG PRO,VAPES,NIC SALT,Pieces,1.90,1.90,3.80,,5.0,,,Active,New,
20MG IVG INTENSE 10ML NIC SALT (50VG/50PG) - PINEAPPLE ICE,,VAP-SALT-IVG -886,,IVG PRO,VAPES,NIC SALT,Pieces,1.90,1.90,3.80,,5.0,,,Active,New,
20MG IVG INTENSE 10ML NIC SALT (50VG/50PG) - STRAWBERRY ICE,,VAP-SALT-IVG -887,,IVG PRO,VAPES,NIC SALT,Pieces,1.90,1.90,3.80,,4.0,,,Active,New,
20MG IVG INTENSE 10ML NIC SALT (50VG/50PG) - WATERMELON ICE,,VAP-SALT-NON-980,,NON-BRANDED,VAPES,NIC SALT,Pieces,1.90,1.90,3.80,,4.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - BANANA ICE,,VAP-KIT-IVG -866,,IVG PRO,VAPES,REFILLABLE VAPE KIT,Pieces,5.00,5.00,10.00,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - BLUE RAZZ RETRO,,VAP-KIT-IVG -867,,IVG PRO,VAPES,REFILLABLE VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - CHERRY ICE,,VAP-KIT-IVG -870,,IVG PRO,VAPES,REFILLABLE VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - DOUBLE APPLE,,VAP-KIT-IVG -872,,IVG PRO,VAPES,REFILLABLE VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - FIZZY ORANGE,,VAP-KIT-IVG -847,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - FRESH MINT,,VAP-KIT-IVG -850,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - GRAPE ICE,,VAP-KIT-IVG -851,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - MIXED BERRY,,VAP-KIT-IVG -855,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,1.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - PEACH ICE,,VAP-KIT-IVG -856,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - RASPBERRY BLAST,,VAP-KIT-IVG -858,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,1.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - TOBACCO,,VAP-KIT-IVG -865,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - GREEN FRUITS,,VAP-KIT-IVG -852,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - SOUR CHERRY WATERMELON,,VAP-KIT-IVG -860,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - STRAWBERRY KIWI,,VAP-KIT-IVG -862,,IVG PRO,VAPES,PREFILLED VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
20MG IVG PRO 12 PREFILLED POD VAPE KIT 10000 PUFFS - BLUEBERRY MINT,,VAP-KIT-IVG -869,,IVG PRO,VAPES,REFILLABLE VAPE KIT,Pieces,5.84,5.84,11.68,,2.0,,,Active,New,
DONUT KING 100ML SHORTFILL 0MG (70VG/30PG) - DELIGHTFUL LEMON,,VAP-JUICE-DONU-780,,DONUT KING,VAPES,JUICE,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
DONUT KING 100ML SHORTFILL 0MG (70VG/30PG) - RASPBERRY COCONUT,,VAP-JUICE-DONU-781,,DONUT KING,VAPES,JUICE,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
WOW THAT&#039;S WHAT I CALL ICE 100ML SHORTFILL 0MG (70VG/30PG) - BLACK ICE,,VAP-JUICE-WOW -993,,WOW ICE,VAPES,JUICE,Pieces,1.59,1.59,3.18,,3.0,,,Active,New,
WOW THAT&#039;S WHAT I CALL ICE 100ML SHORTFILL 0MG (70VG/30PG) - ULTRA ICE,,VAP-JUICE-WOW -994,,WOW ICE,VAPES,JUICE,Pieces,3.48,3.48,4.35,,3.0,,,Active,New,
WOW THAT&#039;S WHAT I CALL ICE 100ML SHORTFILL 0MG (70VG/30PG) - WATERMELON ICE,,VAP-JUICE-WOW -995,,WOW ICE,VAPES,JUICE,Pieces,3.48,3.48,6.96,,3.0,,,Active,New,
20MG ELUX LEGEND 10ML NIC SALTS (50VG/50PG) - STOPTOBER SPECIAL OFFER! - CHERRY ICE,,VAP-SALT-ELUX-783,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,1.0,,,Active,New,
20MG ELUX LEGEND 10ML NIC SALTS (50VG/50PG) - STOPTOBER SPECIAL OFFER!  STRAWBERRY ICE CREAM,,VAP-SALT-ELUX-785,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,5.0,,,Active,New,
20MG ELUX LEGEND 10ML NIC SALTS (50VG/50PG) - STOPTOBER SPECIAL OFFER!  WATERMELON ICE,,VAP-SALT-ELUX-786,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,6.0,,,Active,New,
ULTIMATE PUFF ON ICE RASPBERRY 0MG,,VAP-JUICE-ULTI-979,,ULTIMATE PUFF,VAPES,JUICE,Pieces,2.28,2.28,4.56,,1.0,,,Active,New,
MAJOR FLAVOR 100ML SHORTFILL 0MG (70VG/30PG) - TROPIC-THUNDA,,VAP-JUICE-MAJO-932,,MAJOR FLAVOR,VAPES,JUICE,Pieces,4.95,4.95,9.90,,2.0,,,Active,New,
MAJOR FLAVOR 100ML SHORTFILL 0MG (70VG/30PG) - BEETLE-JUICE,,VAP-JUICE-MAJO-928,,MAJOR FLAVOR,VAPES,JUICE,Pieces,4.95,4.95,9.90,,2.0,,,Active,New,
MAJOR FLAVOR 100ML SHORTFILL 0MG (70VG/30PG) - PANGO ICE,,VAP-JUICE-MAJO-930,,MAJOR FLAVOR,VAPES,JUICE,Pieces,4.95,4.95,9.90,,2.0,,,Active,New,
MAJOR FLAVOR 100ML SHORTFILL 0MG (70VG/30PG) - STRAWB-ICE,,VAP-JUICE-MAJO-931,,MAJOR FLAVOR,VAPES,JUICE,Pieces,4.95,4.95,9.90,,2.0,,,Active,New,
MAJOR FLAVOR 100ML SHORTFILL 0MG (70VG/30PG) - ENERGI-ICE,,VAP-JUICE-MAJO-929,,MAJOR FLAVOR,VAPES,JUICE,Pieces,4.95,4.95,9.90,,2.0,,,Active,New,
0MG FANTASI 100ML ICE REMIX SERIES (50VG/50PG) - BLUE RASPBERRY X CHERRY,,VAP-JUICE-FANT-810,,FANTASI,VAPES,JUICE,Pieces,4.13,4.13,5.16,,2.0,,,Active,New,
FROOTY KING 100ML SHORTFILL 0MG (70VG/30PG) - STOPTOBER SPECIAL OFFER! - BLUE  RASPBERRY,,VAP-JUICE-FROOTY-817,,FROOTY KING,VAPES,JUICE,Pieces,2.36,2.36,4.72,,2.0,,,Active,New,
FROOTY KING 100ML SHORTFILL 0MG (70VG/30PG) - STOPTOBER SPECIAL OFFER! - STRAWBERRY  PINEAPPLE,,VAP-JUICE-FROOTY-818,,FROOTY KING,VAPES,JUICE,Pieces,2.36,2.36,4.72,,2.0,,,Active,New,
FROOTY KING 100ML SHORTFILL 0MG (70VG/30PG) - STOPTOBER SPECIAL OFFER! - TOOTY  FROOTY,,VAP-JUICE-FROOTY-819,,FROOTY KING,VAPES,JUICE,Pieces,2.36,2.36,4.72,,2.0,,,Active,New,
FROOTY KING 100ML SHORTFILL 0MG (70VG/30PG) - STOPTOBER SPECIAL OFFER! - WATERMELON  RASPBERRY,,VAP-JUICE-FROOTY-820,,FROOTY KING,VAPES,JUICE,Pieces,2.36,2.36,2.95,,2.0,,,Active,New,
FROOTY KING 100ML SHORTFILL 0MG (70VG/30PG) - STOPTOBER SPECIAL OFFER! - WILD  BERRIE,,VAP-JUICE-FROOTY-821,,FROOTY KING,VAPES,JUICE,Pieces,4.95,4.95,9.90,,1.0,,,Active,New,
0MG FANTASI 100ML ICE REMIX SERIES (50VG/50PG) - FRUIT X TWIST,,VAP-JUICE-FANT-811,,FANTASI,VAPES,JUICE,Pieces,4.13,4.13,8.26,,0.0,,,Active,New,
BERRY BANG BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-788,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,9.0,,,Active,New,
BLUEBERRY POMEGRANATE BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-791,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,8.0,,,Active,New,
BUBBLEGUM AIRWAYS BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-792,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,9.0,,,Active,New,
CHERRY COLA BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-795,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,5.0,,,Active,New,
HUBBLA BUBBLA BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-797,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
LEMON AND LIME BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-799,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
PINEAPPLE PEACH MANGO BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-804,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
STRAWBERRY RASPBERRY BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-807,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,6.0,,,Active,New,
APPLE BERRY BLAST BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-787,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,9.0,,,Active,New,
BLACK CURRANT LEMONADE,,VAP-SALT-ELUX-789,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,7.0,,,Active,New,
BLUE RAZZ LEMONADE BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-790,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
FIZZY GUMMY BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-796,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,9.0,,,Active,New,
ICE POP BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-798,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
STRAWBERRY WATERMELON BUBBLEGUM BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-808,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
VIM TRU BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT)5061026750626,,VAP-SALT-NON-981,,NON-BRANDED,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
WHITE GUMMY BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-809,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
20MG ELUX LEGEND 10ML NIC SALTS (50VG/50PG) - STOPTOBER SPECIAL OFFER! - PINEAPPLE  ICE5061026751630,,VAP-SALT-ELUX-784,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,4.0,,,Active,New,
10MG SKE CRYSTAL ORIGINAL 10ML NIC SALTS (50VG/50PG) - PINEAPPLE ICE,,VAP-SALT-SKE-977,,SKE,VAPES,NIC SALT,Pieces,1.65,1.65,3.30,,3.0,,,Active,New,
10MG SKE CRYSTAL ORIGINAL 10ML NIC SALTS (50VG/50PG) - WATERMELON ICE,,VAP-SALT-SKE-978,,SKE,VAPES,NIC SALT,Pieces,1.65,1.65,3.30,,7.0,,,Active,New,
10MG SKE CRYSTAL ORIGINAL 10ML NIC SALTS (50VG/50PG) - BANANA ICE,,VAP-SALT-SKE-976,,SKE,VAPES,NIC SALT,Pieces,1.65,1.65,3.30,,6.0,,,Active,New,
20MG ELUX LEGEND 10ML NIC SALTS (50VG/50PG) - STOPTOBER SPECIAL OFFER!  BLACKBERRY ICE,,VAP-SALT-ELUX-782,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,0.0,,,Active,New,
PASSIONFRUIT ORANGE GUAVA BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-802,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,8.0,,,Active,New,
SPEARMINT BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-805,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,9.0,,,Active,New,
CARIBBEAN BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-794,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,9.0,,,Active,New,
MIXED BERRIES BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-800,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,8.0,,,Active,New,
BUTTERMINTS BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-793,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.23,1.23,2.46,,8.0,,,Active,New,
STRAWBERRY BANANA BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-806,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,7.0,,,Active,New,
PINEAPPLE LEMONADE BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-803,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,10.,,,Active,New,
ORANGE ZEST BY ELUX FIREROSE 5000 10ML SALTS 20MG (SALT),,VAP-SALT-ELUX-801,,ELUX LEGEND,VAPES,NIC SALT,Pieces,1.32,1.32,2.64,,8.0,,,Active,New,
0MG AU GOLD BY KINGSTON 100ML SHORTFILL E-LIQUID (70VG/30PG) - BANANA ICE,,VAP-JUICE-AU-737,,AU GOLD BY KINGSTON,VAPES,JUICE,Pieces,4.13,4.13,8.26,,2.0,,,Active,New,
0MG AU GOLD BY KINGSTON 100ML SHORTFILL E-LIQUID (70VG/30PG) - PINEAPPLE ICE,,VAP-JUICE-AU-738,,AU GOLD BY KINGSTON,VAPES,JUICE,Pieces,4.13,4.13,8.26,,2.0,,,Active,New,
UR DEMAND 30GAN W CHARGER,,ACC-CHARG-UR D-86,,UR DEMAND,ACCESSORIES,PHONE CHARGER,Pieces,4.50,4.50,15.00,,28.,,,Active,New,
NOKIA 106,,DEV-PHONE-NOKIA-137,,NOKIA,DEVICES,PHONE,Pieces,7.00,7.00,20.00,,10.,,,Active,New,
NOKIA 105,,DEV-PHONE-NOKIA-136,,NOKIA,DEVICES,PHONE,Pieces,8.50,8.50,20.00,,10.,,,Active,New,
OXVA VPRIME VAPE POD KIT 2ML 60W - BLACK LEATHER,,VAP-ECIG-OXVA-945,,OXVA,VAPES,E-CIGERETTE,Pieces,21.10,21.10,42.20,,2.0,,,Active,New,
OXVA VPRIME VAPE POD KIT 2ML 60W - BROWN LEATHER,,VAP-ECIG-OXVA-948,,OXVA,VAPES,E-CIGERETTE,Pieces,21.10,21.10,42.20,,2.0,,,Active,New,
OXVA VPRIME VAPE POD KIT 2ML 60W - AURORAL PURPLE,,VAP-ECIG-OXVA-944,,OXVA,VAPES,E-CIGERETTE,Pieces,21.10,21.10,42.20,,1.0,,,Active,New,
OXVA VPRIME VAPE POD KIT 2ML 60W - NATURAL GREEN,,VAP-ECIG-OXVA-947,,OXVA,VAPES,E-CIGERETTE,Pieces,21.10,21.10,42.20,,1.0,,,Active,New,
OXVA VPRIME VAPE POD KIT 2ML 60W - GLORIOUS GOLD,,VAP-ECIG-OXVA-946,,OXVA,VAPES,E-CIGERETTE,Pieces,19.41,19.41,38.82,,2.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - BLACK WARRIOR,,VAP-ECIG-OXVA-937,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,1.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - DARK BROWN,,VAP-ECIG-OXVA-940,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,1.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - DARK GREY,,VAP-ECIG-OXVA-941,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,2.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - PEARL PINK,,VAP-ECIG-OXVA-943,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,0.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - CORAL ORANGE,,VAP-ECIG-OXVA-938,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,0.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - DARK BLUE,,VAP-ECIG-OXVA-939,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,1.0,,,Active,New,
OXVA NEXLIM POD VAPE KIT 40W - GLORY RED,,VAP-ECIG-OXVA-942,,OXVA,VAPES,E-CIGERETTE,Pieces,18.82,18.82,37.64,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS - BLUE  EDITION,,VAP-KIT-LOST-890,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS  BLUEBERRY EDITION,,VAP-KIT-LOST-891,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS - BERRY  EDITION,,VAP-KIT-LOST-889,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,1.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS  CHERRY EDITION,,VAP-KIT-LOST-892,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS  DRINKS EDITION,,VAP-KIT-LOST-893,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS - GREEN  EDITION,,VAP-KIT-LOST-894,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS  PURPLE EDITION,,VAP-KIT-LOST-895,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,3.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS - RED  EDITION,,VAP-KIT-LOST-896,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K MULTI EDITION PREFILLED POD VAPE KIT - 30000 PUFFS  WATERMELON EDITION,,VAP-KIT-LOST-897,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,15.,,,Active,New,
20MG LOST MARY NERA 30K PREFILLED POD VAPE KIT - 30000 PUFFS - BLUEBERRY SOUR  RASPBERR,,VAP-KIT-LOST-898,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K PREFILLED POD VAPE KIT - 30000 PUFFS - CHERRY ICE,,VAP-KIT-LOST-899,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K PREFILLED POD VAPE KIT - 30000 PUFFS - LEMON LIME,,VAP-KIT-LOST-900,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K PREFILLED POD VAPE KIT - 30000 PUFFS - PINEAPPLE ICE,,VAP-KIT-LOST-901,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K PREFILLED POD VAPE KIT - 30000 PUFFS - STRAWBERRY ICE,,VAP-KIT-LOST-902,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY NERA 30K PREFILLED POD VAPE KIT - 30000 PUFFS - TRIPLE MANGO,,VAP-KIT-LOST-903,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,7.67,7.67,15.34,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - CHERRY ICE,,VAP-REFIL-LOST-916,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - DOUBLE  APPLE,,VAP-REFIL-LOST-917,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - PEACH ICE,,VAP-REFIL-LOST-918,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - PINEAPPLE  ICE,,VAP-REFIL-LOST-919,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - STRAWBERRY  ICE6932570129970,,VAP-REFIL-LOST-920,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,3.69,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - TRIPLE MANGO,,VAP-REFIL-LOST-921,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
20MG LOST MARY BM600 PREFILLED REPLACEMENT PODS 1200 PUFFS - 2 PCS - WATERMELON  ICE,,VAP-REFIL-LOST-922,,LOST MARY,VAPES,REFILL,Pieces,2.95,2.95,5.90,,2.0,,,Active,New,
20MG LOST MARY BM6000 Refill POD 6000 PUFFS - CHERRY ICE,,VAP-REFIL-LOST-925,,LOST MARY,VAPES,REFILL,Pieces,4.13,4.13,8.26,,2.0,,,Active,New,
20MG LOST MARRAY BM600 CHERRY COLA,,VAP-REFIL-LOST-913,,LOST MARY,VAPES,REFILL,Pieces,4.20,4.20,8.40,,5.0,,,Active,New,
20MG LOST MARRAY BM600 BANANA VOLCABO,,VAP-REFIL-LOST-911,,LOST MARY,VAPES,REFILL,Pieces,4.20,4.20,8.40,,5.0,,,Active,New,
20MG LOST MARY BM6000 Refill POD 6000 PUFFS - STRAWBERRY ICE,,VAP-REFIL-LOST-926,,LOST MARY,VAPES,REFILL,Pieces,4.13,4.13,8.26,,10.,,,Active,New,
20MG LOST MARY BM6000 Refill POD 6000 PUFFS - BLACKBERRY ICE,,VAP-REFIL-LOST-924,,LOST MARY,VAPES,REFILL,Pieces,4.13,4.13,8.26,,2.0,,,Active,New,
20MG LOST MARY BM6000 PREFILLED POD 6000 PUFFS - PINEAPPLE ICE,,VAP-REFIL-LOST-923,,LOST MARY,VAPES,REFILL,Pieces,4.13,4.13,8.26,,0.0,,,Active,New,
20MG LOST MARRAY BM600 TRIPLE BERRY,,VAP-REFIL-LOST-914,,LOST MARY,VAPES,REFILL,Pieces,4.20,4.20,8.40,,5.0,,,Active,New,
20MG LOST MARY BM6000 Refill POD 6000 PUFFS - WATERMELON ICE,,VAP-REFIL-LOST-927,,LOST MARY,VAPES,REFILL,Pieces,4.13,4.13,8.26,,5.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  CHERRY ICE,,VAP-KIT-LOST-906,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,4.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  BLACKBERRY ICE,,VAP-KIT-LOST-888,,LOST MARY,VAPES,PREFILLED VAPE KIT,Pieces,5.25,5.25,10.50,,2.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  DOUBLE APPLE,,VAP-KIT-LOST-908,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,5.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  COLA,,VAP-KIT-LOST-907,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,5.0,,,Active,New,
